Nivel;Clasificacion;Capitulo_Nombre;Subcapitulo_Nombre;Actividad_Nombre;WBS;KPI;Valor
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Gabinete 3;6.2.3;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Banco Baterias;6.2.4;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Cargador;6.2.5;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Tendido Cable;6.2.6;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Conexionado;6.2.7;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Fibra Optica;6.2.8;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Switch Ethernet;6.2.9;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - RTU;6.2.10;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Gabinete 1;6.3.1;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Gabinete 2;6.3.2;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Gabinete 3;6.3.3;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Banco Baterias;6.3.4;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Cargador;6.3.5;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Tendido Cable;6.3.6;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Conexionado;6.3.7;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Fibra Optica;6.3.8;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Switch Ethernet;6.3.9;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - RTU;6.3.10;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Gabinete 1;6.4.1;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Gabinete 2;6.4.2;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Gabinete 3;6.4.3;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Banco Baterias;6.4.4;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Cargador;6.4.5;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Tendido Cable;6.4.6;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Conexionado;6.4.7;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Fibra Optica;6.4.8;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Switch Ethernet;6.4.9;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - RTU;6.4.10;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Transformador;7.1.1;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Interruptores;7.1.2;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Seccionadores;7.1.3;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Reles Distancia;7.1.4;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Reles Diferenciales;7.1.5;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Integracion SCADA;7.1.6;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Medidores;7.1.7;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;7.1.8;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;7.1.9;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;7.1.10;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;7.2.1;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Interruptores;7.2.2;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Seccionadores;7.2.3;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Reles Distancia;7.2.4;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Reles Diferenciales;7.2.5;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Integracion SCADA;7.2.6;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Medidores;7.2.7;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Lazos de Control;7.2.8;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Protocolos SAT;7.2.9;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Acta Final;7.2.10;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Transformador;7.3.1;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Interruptores;7.3.2;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Seccionadores;7.3.3;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Reles Distancia;7.3.4;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Reles Diferenciales;7.3.5;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Integracion SCADA;7.3.6;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Medidores;7.3.7;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Lazos de Control;7.3.8;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Protocolos SAT;7.3.9;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Acta Final;7.3.10;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Transformador;7.4.1;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Interruptores;7.4.2;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Seccionadores;7.4.3;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Reles Distancia;7.4.4;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Reles Diferenciales;7.4.5;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Integracion SCADA;7.4.6;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Medidores;7.4.7;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Lazos de Control;7.4.8;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Protocolos SAT;7.4.9;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Acta Final;7.4.10;PV;0,0
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Porticos 115kV;1.1.1;EV;9512,15
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Caseta de Control;1.1.2;EV;6368,31
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Trafo de Potencia;1.1.3;EV;4828,61
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Vias Internas;1.1.4;EV;15235,59
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Drenajes;1.1.5;EV;4166,88
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Malla a Tierra;1.1.6;EV;6681,91
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - SSAA;1.1.7;EV;8176,94
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Comunicaciones;1.1.8;EV;8598,27
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Cerramiento;1.1.9;EV;13314,04
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Iluminacion;1.1.10;EV;9460,03
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Porticos 115kV;1.2.1;EV;10862,24
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Caseta de Control;1.2.2;EV;12055,33
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Trafo de Potencia;1.2.3;EV;13161,18
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Vias Internas;1.2.4;EV;6484,63
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Drenajes;1.2.5;EV;4849,7
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Malla a Tierra;1.2.6;EV;5522,99
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - SSAA;1.2.7;EV;14255,83
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Comunicaciones;1.2.8;EV;11574,71
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Cerramiento;1.2.9;EV;4411,24
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Iluminacion;1.2.10;EV;14334,01
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Porticos 115kV;1.3.1;EV;8932,52
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Caseta de Control;1.3.2;EV;6915,2
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Trafo de Potencia;1.3.3;EV;19091,16
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Vias Internas;1.3.4;EV;18591,46
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Drenajes;1.3.5;EV;5166,53
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Malla a Tierra;1.3.6;EV;7862,33
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - SSAA;1.3.7;EV;16349,33
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Comunicaciones;1.3.8;EV;12131,6
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Cerramiento;1.3.9;EV;6164,64
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Iluminacion;1.3.10;EV;15533,55
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Porticos 115kV;1.4.1;EV;15848,49
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Caseta de Control;1.4.2;EV;5629,26
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Trafo de Potencia;1.4.3;EV;16813,02
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Vias Internas;1.4.4;EV;4986,31
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Drenajes;1.4.5;EV;8920,93
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Malla a Tierra;1.4.6;EV;13578,4
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - SSAA;1.4.7;EV;17347,27
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Comunicaciones;1.4.8;EV;14988,27
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Cerramiento;1.4.9;EV;16073,84
Actividad;1. Valores Base (Métricas Acumuladas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Iluminacion;1.4.10;EV;11671,53
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Fase 1;2.1.1;EV;3737,7
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Fase 2;2.1.2;EV;1743,53
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Fase 3;2.1.3;EV;1331,78
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Lote Principal;2.1.4;EV;3781,46
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Zonas de Acceso;2.1.5;EV;5583,0
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Torres de Linea;2.1.6;EV;4750,63
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;2.1.7;EV;2325,11
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;2.1.8;EV;1987,88
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;2.1.9;EV;5815,23
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;2.1.10;EV;5603,79
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Fase 1;2.2.1;EV;5288,18
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Fase 2;2.2.2;EV;5611,21
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Fase 3;2.2.3;EV;2755,72
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Lote Principal;2.2.4;EV;3277,31
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Zonas de Acceso;2.2.5;EV;4935,51
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Torres de Linea;2.2.6;EV;2319,67
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Campamento;2.2.7;EV;1821,38
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Bodegas;2.2.8;EV;2786,26
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Maquinaria;2.2.9;EV;3675,65
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Personal;2.2.10;EV;6135,92
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Fase 1;2.3.1;EV;5911,92
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Fase 2;2.3.2;EV;2592,48
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Fase 3;2.3.3;EV;2614,54
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Lote Principal;2.3.4;EV;3638,07
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Zonas de Acceso;2.3.5;EV;1485,38
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Torres de Linea;2.3.6;EV;2375,03
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Campamento;2.3.7;EV;1940,05
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Bodegas;2.3.8;EV;2399,84
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Maquinaria;2.3.9;EV;4424,69
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Personal;2.3.10;EV;4849,34
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Fase 1;2.4.1;EV;3102,65
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Fase 2;2.4.2;EV;3945,31
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Fase 3;2.4.3;EV;1642,66
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Lote Principal;2.4.4;EV;2170,69
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Zonas de Acceso;2.4.5;EV;1469,34
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Torres de Linea;2.4.6;EV;1324,31
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Campamento;2.4.7;EV;3768,23
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Bodegas;2.4.8;EV;2016,74
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Maquinaria;2.4.9;EV;4649,79
Actividad;1. Valores Base (Métricas Acumuladas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Personal;2.4.10;EV;1883,9
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Bases de Trafo;3.1.1;EV;3295,1
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Porticos Llegada;3.1.2;EV;5893,65
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Porticos Salida;3.1.3;EV;7763,63
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Carcamos MT;3.1.4;EV;3887,12
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Carcamos BT;3.1.5;EV;1545,57
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Muros Cortafuego;3.1.6;EV;4256,52
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Placa Caseta;3.1.7;EV;6380,23
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Vias Perimetrales;3.1.8;EV;2382,28
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Drenajes Lluvias;3.1.9;EV;2531,85
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Bases Equipos;3.1.10;EV;1753,31
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Bases de Trafo;3.2.1;EV;2143,97
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Porticos Llegada;3.2.2;EV;4450,61
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Porticos Salida;3.2.3;EV;6000,62
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Carcamos MT;3.2.4;EV;2428,61
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Carcamos BT;3.2.5;EV;3848,22
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Muros Cortafuego;3.2.6;EV;7892,73
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Placa Caseta;3.2.7;EV;4601,72
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Vias Perimetrales;3.2.8;EV;3750,38
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Drenajes Lluvias;3.2.9;EV;3500,95
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Bases Equipos;3.2.10;EV;5014,19
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Bases de Trafo;3.3.1;EV;8257,17
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Porticos Llegada;3.3.2;EV;4469,87
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Porticos Salida;3.3.3;EV;2215,49
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Carcamos MT;3.3.4;EV;1890,75
Actividad;1. Valores Base (Métricas Acumuladas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Carcamos BT;3.3.5;EV;5197,89
