Fecha;Semana;WBS;Capitulo;Subcapitulo;Actividad;PV;EV;AC;Comentarios_Obra;Comentarios_Admin
2026-06-28;52;2.1.7;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;8039,78;;;-;-
2026-07-05;53;2.1.7;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;8229,32;;;-;-
2026-07-12;54;2.1.7;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;8419,59;;;-;-
2026-07-19;55;2.1.7;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;8610,58;;;-;-
2026-07-26;56;2.1.7;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;8802,28;;;-;-
2026-08-02;57;2.1.7;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;8994,68;;;-;-
2026-08-09;58;2.1.7;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;9187,76;;;-;-
2026-08-16;59;2.1.7;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;9381,53;;;-;-
2026-08-23;60;2.1.7;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;9575,96;;;-;-
2025-07-06;1;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;0,0;0,0;0,0;-;-
2025-07-13;2;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;61,67;58,06;61,12;Reuniones de coordinacion interdisciplinaria efectivas.;Cierre de hitos de diseno conforme al flujo de caja.
2025-07-20;3;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;141,68;133,39;140,41;Planos electromecanicos sin observaciones mayores.;Sin alertas contractuales en la fase de ingenieria.
2025-07-27;4;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;230,48;216,99;228,41;Planos electromecanicos sin observaciones mayores.;Actas de avance de consultoria liquidadas.
2025-08-03;5;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;325,5;306,45;322,57;Planos electromecanicos sin observaciones mayores.;Cierre de hitos de diseno conforme al flujo de caja.
2025-08-10;6;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;425,45;400,55;421,63;Planos electromecanicos sin observaciones mayores.;Actas de avance de consultoria liquidadas.
2025-08-17;7;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;529,5;498,5;524,74;Reuniones de coordinacion interdisciplinaria efectivas.;Sin alertas contractuales en la fase de ingenieria.
2025-08-24;8;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;637,09;599,8;631,36;Planos electromecanicos sin observaciones mayores.;Cierre de hitos de diseno conforme al flujo de caja.
2025-08-31;9;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;747,81;704,04;741,09;Levantamiento topografico entregado y firmado.;Actas de avance de consultoria liquidadas.
2025-09-07;10;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;861,34;810,92;853,6;Planos electromecanicos sin observaciones mayores.;Cierre de hitos de diseno conforme al flujo de caja.
2025-09-14;11;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;977,42;920,2;968,64;Memoria de calculo civil aprobada para construccion.;Actas de avance de consultoria liquidadas.
2025-09-21;12;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;1095,86;1031,71;1086,01;Memoria de calculo civil aprobada para construccion.;Sin alertas contractuales en la fase de ingenieria.
2025-09-28;13;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;1216,47;1145,26;1205,54;Planos electromecanicos sin observaciones mayores.;Actas de avance de consultoria liquidadas.
2025-10-05;14;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;1339,11;1260,72;1327,08;Memoria de calculo civil aprobada para construccion.;Actas de avance de consultoria liquidadas.
2025-10-12;15;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;1463,65;1377,97;1450,5;Memoria de calculo civil aprobada para construccion.;Sin alertas contractuales en la fase de ingenieria.
2025-10-19;16;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;1589,98;1496,91;1575,69;Reuniones de coordinacion interdisciplinaria efectivas.;Cierre de hitos de diseno conforme al flujo de caja.
2025-10-26;17;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;1718,02;1617,45;1702,58;Planos electromecanicos sin observaciones mayores.;Sin alertas contractuales en la fase de ingenieria.
2025-11-02;18;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;1847,66;1739,5;1831,06;Levantamiento topografico entregado y firmado.;Sin alertas contractuales en la fase de ingenieria.
2025-11-09;19;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;1978,84;1863,0;1961,06;Memoria de calculo civil aprobada para construccion.;Sin alertas contractuales en la fase de ingenieria.
2025-11-16;20;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;2111,48;1987,88;2092,5;Planos electromecanicos sin observaciones mayores.;Cierre de hitos de diseno conforme al flujo de caja.
2025-11-23;21;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;2245,53;;;-;-
2025-11-30;22;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;2380,93;;;-;-
2025-12-07;23;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;2517,62;;;-;-
2025-12-14;24;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;2655,56;;;-;-
2025-12-21;25;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;2794,71;;;-;-
2025-12-28;26;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;2935,02;;;-;-
2026-01-04;27;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;3076,46;;;-;-
2026-01-11;28;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;3218,99;;;-;-
2026-01-18;29;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;3362,58;;;-;-
2026-01-25;30;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;3507,2;;;-;-
2026-02-01;31;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;3652,83;;;-;-
2026-02-08;32;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;3799,42;;;-;-
2026-02-15;33;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;3946,97;;;-;-
2026-02-22;34;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;4095,44;;;-;-
2026-03-01;35;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;4244,81;;;-;-
2026-03-08;36;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;4395,06;;;-;-
2026-03-15;37;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;4546,18;;;-;-
2026-03-22;38;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;4698,13;;;-;-
2026-03-29;39;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;4850,92;;;-;-
2026-04-05;40;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;5004,5;;;-;-
2026-04-12;41;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;5158,88;;;-;-
2026-04-19;42;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;5314,03;;;-;-
2026-04-26;43;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;5469,94;;;-;-
2026-05-03;44;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;5626,59;;;-;-
2026-05-10;45;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;5783,98;;;-;-
2026-05-17;46;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;5942,08;;;-;-
2026-05-24;47;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;6100,88;;;-;-
2026-05-31;48;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;6260,38;;;-;-
2026-06-07;49;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;6420,56;;;-;-
2026-06-14;50;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;6581,41;;;-;-
2026-06-21;51;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;6742,91;;;-;-
2026-06-28;52;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;6905,06;;;-;-
2026-07-05;53;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;7067,85;;;-;-
2026-07-12;54;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;7231,27;;;-;-
2026-07-19;55;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;7395,3;;;-;-
2026-07-26;56;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;7559,94;;;-;-
2026-08-02;57;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;7725,19;;;-;-
2026-08-09;58;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;7891,02;;;-;-
2026-08-16;59;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;8057,44;;;-;-
2026-08-23;60;2.1.8;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;8224,43;;;-;-
2025-07-06;1;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;0,0;0,0;0,0;-;-
2025-07-13;2;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;176,92;169,85;178,79;Reuniones de coordinacion interdisciplinaria efectivas.;Cierre de hitos de diseno conforme al flujo de caja.
2025-07-20;3;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;406,46;390,21;410,75;Levantamiento topografico entregado y firmado.;Sin alertas contractuales en la fase de ingenieria.
2025-07-27;4;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;661,19;634,76;668,17;Memoria de calculo civil aprobada para construccion.;Sin alertas contractuales en la fase de ingenieria.
2025-08-03;5;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;933,79;896,47;943,65;Reuniones de coordinacion interdisciplinaria efectivas.;Cierre de hitos de diseno conforme al flujo de caja.
2025-08-10;6;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;1220,51;1171,72;1233,39;Reuniones de coordinacion interdisciplinaria efectivas.;Sin alertas contractuales en la fase de ingenieria.
2025-08-17;7;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;1519,01;1458,29;1535,05;Reuniones de coordinacion interdisciplinaria efectivas.;Actas de avance de consultoria liquidadas.
2025-08-24;8;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;1827,66;1754,61;1846,95;Levantamiento topografico entregado y firmado.;Actas de avance de consultoria liquidadas.
2025-08-31;9;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;2145,29;2059,54;2167,94;Memoria de calculo civil aprobada para construccion.;Cierre de hitos de diseno conforme al flujo de caja.
2025-09-07;10;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;2470,98;2372,21;2497,07;Planos electromecanicos sin observaciones mayores.;Sin alertas contractuales en la fase de ingenieria.
2025-09-14;11;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;2804,0;2691,92;2833,6;Levantamiento topografico entregado y firmado.;Cierre de hitos de diseno conforme al flujo de caja.
2025-09-21;12;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;3143,76;3018,1;3176,95;Reuniones de coordinacion interdisciplinaria efectivas.;Sin alertas contractuales en la fase de ingenieria.
2025-09-28;13;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;3489,76;3350,27;3526,6;Planos electromecanicos sin observaciones mayores.;Actas de avance de consultoria liquidadas.
2025-10-05;14;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;3841,58;3688,03;3882,13;Reuniones de coordinacion interdisciplinaria efectivas.;Sin alertas contractuales en la fase de ingenieria.
2025-10-12;15;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;4198,86;4031,03;4243,19;Planos electromecanicos sin observaciones mayores.;Actas de avance de consultoria liquidadas.
2025-10-19;16;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;4561,29;4378,97;4609,44;Levantamiento topografico entregado y firmado.;Actas de avance de consultoria liquidadas.
2025-10-26;17;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;4928,58;4731,58;4980,61;Levantamiento topografico entregado y firmado.;Cierre de hitos de diseno conforme al flujo de caja.
2025-11-02;18;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;5300,5;5088,63;5356,46;Memoria de calculo civil aprobada para construccion.;Sin alertas contractuales en la fase de ingenieria.
2025-11-09;19;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;5676,82;5449,91;5736,75;Planos electromecanicos sin observaciones mayores.;Actas de avance de consultoria liquidadas.
2025-11-16;20;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;6057,35;5815,23;6121,3;Reuniones de coordinacion interdisciplinaria efectivas.;Sin alertas contractuales en la fase de ingenieria.
2025-11-23;21;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;6441,9;;;-;-
2025-11-30;22;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;6830,33;;;-;-
2025-12-07;23;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;7222,47;;;-;-
2025-12-14;24;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;7618,19;;;-;-
2025-12-21;25;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;8017,37;;;-;-
2025-12-28;26;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;8419,89;;;-;-
2026-01-04;27;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;8825,64;;;-;-
2026-01-11;28;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;9234,53;;;-;-
2026-01-18;29;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;9646,46;;;-;-
2026-01-25;30;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;10061,34;;;-;-
2026-02-01;31;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;10479,09;;;-;-
2026-02-08;32;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;10899,64;;;-;-
2026-02-15;33;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;11322,91;;;-;-
2026-02-22;34;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;11748,84;;;-;-
2026-03-01;35;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;12177,35;;;-;-
2026-03-08;36;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;12608,4;;;-;-
2026-03-15;37;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;13041,91;;;-;-
2026-03-22;38;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;13477,84;;;-;-
2026-03-29;39;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;13916,13;;;-;-
2026-04-05;40;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;14356,74;;;-;-
2026-04-12;41;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;14799,61;;;-;-
2026-04-19;42;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;15244,7;;;-;-
2026-04-26;43;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;15691,97;;;-;-
2026-05-03;44;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;16141,37;;;-;-
2026-05-10;45;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;16592,87;;;-;-
2026-05-17;46;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;17046,42;;;-;-
2026-05-24;47;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;17502,0;;;-;-
2026-05-31;48;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;17959,56;;;-;-
2026-06-07;49;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;18419,07;;;-;-
2026-06-14;50;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;18880,5;;;-;-
2026-06-21;51;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;19343,82;;;-;-
2026-06-28;52;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;19809,0;;;-;-
2026-07-05;53;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;20276,0;;;-;-
2026-07-12;54;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;20744,8;;;-;-
2026-07-19;55;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;21215,38;;;-;-
2026-07-26;56;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;21687,7;;;-;-
2026-08-02;57;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;22161,74;;;-;-
2026-08-09;58;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;22637,48;;;-;-
2026-08-16;59;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;23114,89;;;-;-
2026-08-23;60;2.1.9;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;23593,95;;;-;-
2025-07-06;1;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;0,0;0,0;0,0;-;-
2025-07-13;2;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;168,19;163,68;172,29;Reuniones de coordinacion interdisciplinaria efectivas.;Sin alertas contractuales en la fase de ingenieria.
2025-07-20;3;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;386,39;376,02;395,81;Levantamiento topografico entregado y firmado.;Sin alertas contractuales en la fase de ingenieria.
2025-07-27;4;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;628,55;611,68;643,88;Reuniones de coordinacion interdisciplinaria efectivas.;Cierre de hitos de diseno conforme al flujo de caja.
2025-08-03;5;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;887,69;863,87;909,33;Memoria de calculo civil aprobada para construccion.;Sin alertas contractuales en la fase de ingenieria.
2025-08-10;6;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;1160,26;1129,12;1188,55;Memoria de calculo civil aprobada para construccion.;Cierre de hitos de diseno conforme al flujo de caja.
2025-08-17;7;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;1444,02;1405,27;1479,23;Memoria de calculo civil aprobada para construccion.;Actas de avance de consultoria liquidadas.
2025-08-24;8;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;1737,44;1690,81;1779,8;Memoria de calculo civil aprobada para construccion.;Actas de avance de consultoria liquidadas.
2025-08-31;9;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;2039,39;1984,66;2089,12;Memoria de calculo civil aprobada para construccion.;Cierre de hitos de diseno conforme al flujo de caja.
2025-09-07;10;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;2349,0;2285,96;2406,28;Levantamiento topografico entregado y firmado.;Cierre de hitos de diseno conforme al flujo de caja.
2025-09-14;11;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;2665,58;2594,05;2730,57;Reuniones de coordinacion interdisciplinaria efectivas.;Cierre de hitos de diseno conforme al flujo de caja.
2025-09-21;12;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;2988,57;2908,37;3061,44;Memoria de calculo civil aprobada para construccion.;Sin alertas contractuales en la fase de ingenieria.
2025-09-28;13;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;3317,49;3228,46;3398,38;Levantamiento topografico entregado y firmado.;Actas de avance de consultoria liquidadas.
2025-10-05;14;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;3651,94;3553,94;3740,98;Reuniones de coordinacion interdisciplinaria efectivas.;Cierre de hitos de diseno conforme al flujo de caja.
2025-10-12;15;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;3991,58;3884,46;4088,91;Planos electromecanicos sin observaciones mayores.;Sin alertas contractuales en la fase de ingenieria.
2025-10-19;16;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;4336,12;4219,75;4441,85;Planos electromecanicos sin observaciones mayores.;Cierre de hitos de diseno conforme al flujo de caja.
2025-10-26;17;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;4685,28;4559,54;4799,52;Levantamiento topografico entregado y firmado.;Actas de avance de consultoria liquidadas.
2025-11-02;18;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;5038,84;4903,62;5161,7;Reuniones de coordinacion interdisciplinaria efectivas.;Sin alertas contractuales en la fase de ingenieria.
2025-11-09;19;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;5396,58;5251,76;5528,16;Levantamiento topografico entregado y firmado.;Cierre de hitos de diseno conforme al flujo de caja.
2025-11-16;20;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;5758,32;5603,79;5898,72;Planos electromecanicos sin observaciones mayores.;Sin alertas contractuales en la fase de ingenieria.
2025-11-23;21;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;6123,89;;;-;-
2025-11-30;22;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;6493,14;;;-;-
2025-12-07;23;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;6865,92;;;-;-
2025-12-14;24;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;7242,11;;;-;-
2025-12-21;25;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;7621,58;;;-;-
2025-12-28;26;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;8004,23;;;-;-
2026-01-04;27;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;8389,95;;;-;-
2026-01-11;28;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;8778,66;;;-;-
2026-01-18;29;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;9170,25;;;-;-
2026-01-25;30;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;9564,65;;;-;-
2026-02-01;31;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;9961,78;;;-;-
2026-02-08;32;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;10361,57;;;-;-
2026-02-15;33;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;10763,95;;;-;-
2026-02-22;34;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;11168,85;;;-;-
2026-03-01;35;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;11576,21;;;-;-
2026-03-08;36;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;11985,97;;;-;-
2026-03-15;37;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;12398,08;;;-;-
2026-03-22;38;2.1.10;2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;12812,49;;;-;-
